,ID,main_score,concern_count,comments_count
1020,126783,9.73,2596,0
1021,210197,9.84,668,0
1022,209342,9.79,526,0
1023,177965,9.34,116,0
1024,462683,9.9,475,0
1025,367552,9.88,224,0
1026,554440,9.85,18,0
1027,549808,9.05,106,0
1028,537692,9.92,112,1
1029,375277,9.91,200,0
1030,553448,9.74,12,0
1031,352853,9.89,160,1
1032,532179,9.66,69,0
1033,494987,9.92,86,3
1034,330314,9.51,340,4
1035,392585,9.39,43,0
1036,417357,8.67,20,0
1037,528948,9.38,91,0
1038,337009,9.74,30,0
1039,135067,9.64,533,0
1040,413624,7.94,141,0
1041,1394,9.34,339,0
1042,547981,9.67,36,2
1043,407933,9.5,185,0
1044,44711,9.51,103,0
1045,547196,9.91,34,0
1046,541750,9.7,40,0
1047,321124,9.82,27,0
1048,507854,9.87,273,1
1049,264666,9.53,175,0
1050,459561,9.19,35,0
1051,541654,9.87,30,0
1052,265690,8.75,545,0
1053,536904,9.86,64,0
1054,190922,9.15,91,0
1055,47847,8.19,562,0
1056,156942,9.54,304,0
1057,452155,9.19,237,1
1058,526172,0.0,382,0
1059,165722,8.21,116,0
1060,289956,7.8,83,0
1061,511597,9.86,53,0
1062,282123,9.88,423,0
1063,144902,0.0,340,2
1064,475476,9.56,23,0
1065,480871,8.25,75,0
1066,21409,9.61,158,0
1067,216090,9.25,122,0
1068,464716,9.83,80,0
1069,212382,9.86,264,0
1070,484678,9.8,94,0
1071,313591,9.25,29,0
1072,389600,9.81,188,0
1073,452175,9.87,259,0
1074,342325,9.14,169,0
1075,365716,8.82,163,0
1076,345577,9.52,166,0
1077,385219,9.45,130,0
1078,130790,9.88,373,0
1079,86706,9.88,710,0
1080,303899,9.83,82,0
1081,187931,9.52,103,0
1082,38568,9.52,864,0
1083,215352,9.83,159,0
1084,43553,8.49,355,0
